./dataset/4/458_flip.jpg, 78, 8, 91, 22, 103, 40,
./dataset/2/92.jpg, 72, 4, 81, 15, 93, 30,
./dataset/2/206.jpg, 118, 5, 112, 17, 105, 32,
./dataset/2/24_flip.jpg, 76, 3, 87, 19, 96, 33,
./dataset/2/217.jpg, 116, 5, 115, 13, 112, 18,
./dataset/2/104_flip.jpg, 110, 3, 107, 16, 102, 28,
./dataset/2/163.jpg, 116, 2, 105, 16, 102, 30,
./dataset/2/162.jpg, 125, 5, 120, 15, 115, 23,
./dataset/2/140.jpg, 98, 4, 97, 19, 98, 30,
./dataset/2/142_flip.jpg, 82, 3, 88, 12, 93, 26,
./dataset/2/71_flip.jpg, 88, 6, 92, 19, 97, 35,
./dataset/2/81_flip.jpg, 116, 4, 107, 13, 103, 20,
./dataset/2/90_flip.jpg, 125, 2, 117, 13, 108, 29,
./dataset/2/223.jpg, 64, 3, 81, 14, 93, 32,
./dataset/2/98_flip.jpg, 110, 3, 106, 16, 96, 30,
./dataset/2/140_flip.jpg, 65, 6, 80, 15, 92, 27,
./dataset/2/187.jpg, 129, 2, 117, 11, 106, 21,
./dataset/2/107_flip.jpg, 111, 2, 107, 17, 104, 27,
./dataset/2/78_flip.jpg, 89, 4, 100, 13, 109, 30,
./dataset/2/154.jpg, 123, 2, 117, 14, 107, 22,
./dataset/2/79_flip.jpg, 52, 5, 74, 21, 87, 29,
./dataset/2/92_flip.jpg, 110, 9, 99, 28, 96, 37,
./dataset/2/204_flip.jpg, 111, 8, 102, 24, 96, 43,
./dataset/2/153.jpg, 113, 4, 104, 19, 89, 33,
./dataset/2/144.jpg, 109, 4, 104, 13, 102, 30,
./dataset/2/155_flip.jpg, 62, 5, 73, 18, 83, 27,
./dataset/2/141.jpg, 103, 3, 104, 16, 107, 29,
./dataset/2/164.jpg, 107, 4, 97, 13, 94, 29,
./dataset/2/4_flip.jpg, 111, 8, 100, 20, 92, 37,
./dataset/2/203_flip.jpg, 113, 7, 103, 21, 103, 35,
./dataset/2/222_flip.jpg, 82, 4, 88, 17, 93, 28,
./dataset/2/198.jpg, 136, 5, 128, 14, 114, 21,
./dataset/2/218_flip.jpg, 111, 4, 105, 19, 104, 35,
./dataset/2/46_flip.jpg, 86, 2, 94, 14, 103, 26,
./dataset/2/48_flip.jpg, 146, 6, 124, 17, 106, 30,
./dataset/2/58_flip.jpg, 99, 5, 98, 28, 96, 49,
./dataset/2/217_flip.jpg, 110, 7, 98, 24, 85, 45,
./dataset/2/106_flip.jpg, 108, 5, 108, 23, 105, 40,
./dataset/2/82_flip.jpg, 112, 5, 103, 18, 98, 36,
./dataset/2/265_flip.jpg, 110, 5, 102, 26, 96, 42,
./dataset/2/39_flip.jpg, 96, 1, 94, 16, 93, 25,
./dataset/2/349_flip.jpg, 78, 8, 90, 17, 102, 35,
./dataset/2/351.jpg, 130, 6, 120, 16, 105, 33,
./dataset/2/374.jpg, 106, 15, 104, 30, 104, 40,
./dataset/2/375.jpg, 104, 14, 102, 25, 103, 39,
./dataset/2/376.jpg, 100, 14, 98, 25, 99, 38,
./dataset/2/377.jpg, 98, 9, 99, 20, 101, 32,
./dataset/2/378.jpg, 93, 13, 92, 26, 92, 43,
./dataset/2/522_flip.jpg, 79, 3, 86, 11, 100, 26,
./dataset/2/523_flip.jpg, 72, 6, 83, 15, 94, 34,
./dataset/2/525.jpg, 127, 10, 116, 22, 103, 38,
./dataset/2/741_flip.jpg, 85, 7, 94, 16, 106, 37,
./dataset/2/742_flip.jpg, 67, 5, 79, 16, 94, 38,
./dataset/2/761.jpg, 122, 15, 114, 23, 107, 38,
./dataset/2/881.jpg, 81, 8, 81, 16, 80, 25,
./dataset/2/881.jpg, 121, 6, 117, 11, 111, 25,
./dataset/2/890.jpg, 117, 8, 114, 18, 111, 25,
./dataset/2/893.jpg, 115, 8, 109, 17, 103, 31,
./dataset/2/1272_flip.jpg, 80, 5, 88, 12, 97, 26,
./dataset/2/1278_flip.jpg, 65, 7, 75, 14, 88, 24,
./dataset/2/1280.jpg, 126, 15, 116, 24, 104, 40,
./dataset/2/1282_flip.jpg, 94, 11, 99, 21, 107, 40,
./dataset/2/1286_flip.jpg, 84, 7, 88, 12, 94, 22,
./dataset/2/1292_flip.jpg, 90, 29, 94, 38, 97, 45,
./dataset/2/2007.jpg, 122, 7, 114, 13, 108, 26,
./dataset/2/2009_flip.jpg, 83, 10, 92, 18, 102, 32,
./dataset/2/2018_flip.jpg, 87, 4, 90, 17, 97, 33,
./dataset/2/2020.jpg, 103, 6, 102, 17, 99, 30,
./dataset/2/2029.jpg, 94, 4, 102, 15, 110, 28,
./dataset/2/2030.jpg, 82, 7, 86, 16, 95, 32,
./dataset/2/2035_flip.jpg, 115, 5, 108, 15, 104, 28,
./dataset/2/2036_flip.jpg, 121, 4, 113, 8, 106, 25,
./dataset/2/2037_flip.jpg, 126, 4, 119, 9, 112, 24,
./dataset/2/2038_flip.jpg, 129, 4, 122, 10, 113, 28,
./dataset/2/2039_flip.jpg, 133, 4, 124, 11, 114, 20,
./dataset/2/2040_flip.jpg, 132, 3, 123, 10, 113, 24,
./dataset/2/2041_flip.jpg, 130, 5, 123, 11, 111, 30,
./dataset/2/2042_flip.jpg, 133, 2, 124, 10, 112, 25,
./dataset/2/2043_flip.jpg, 131, 4, 123, 12, 112, 26,
./dataset/2/2044_flip.jpg, 131, 3, 122, 11, 110, 27,
./dataset/1/685.jpg, 85, 2, 93, 14, 100, 27,
./dataset/1/460.jpg, 92, 4, 96, 16, 97, 32,
./dataset/1/678_flip.jpg, 78, 4, 92, 19, 97, 37,
./dataset/1/274_flip.jpg, 96, 3, 94, 24, 92, 38,
./dataset/1/421.jpg, 82, 5, 86, 15, 92, 28,
./dataset/1/657.jpg, 119, 1, 105, 7, 99, 25,
./dataset/1/385.jpg, 123, 5, 114, 18, 106, 35,
./dataset/1/1597_flip.jpg, 156, 6, 134, 14, 108, 27,
./dataset/1/831.jpg, 98, 4, 97, 23, 97, 40,
./dataset/1/375.jpg, 117, 2, 103, 17, 102, 39,
./dataset/1/566.jpg, 105, 5, 94, 14, 92, 34,
./dataset/1/1190_flip.jpg, 113, 5, 105, 17, 96, 35,
./dataset/1/413.jpg, 91, 2, 101, 22, 106, 37,
./dataset/1/308.jpg, 125, 4, 115, 16, 99, 31,
./dataset/1/206.jpg, 115, 6, 106, 19, 94, 37,
./dataset/1/463.jpg, 80, 2, 87, 16, 91, 34,
./dataset/1/774.jpg, 110, 4, 101, 16, 97, 31,
./dataset/1/881_flip.jpg, 99, 2, 99, 24, 90, 48,
./dataset/1/386.jpg, 121, 3, 109, 23, 104, 41,
./dataset/1/383.jpg, 121, 4, 109, 15, 105, 30,
./dataset/1/755.jpg, 126, 5, 117, 17, 107, 32,
./dataset/1/305.jpg, 107, 5, 98, 13, 91, 28,
